track,path,genre,vlook,,track_id,genre2
706,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,International,International,0,706,International
707,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,International,International,0,707,International
708,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,International,International,0,708,International
709,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,International,International,0,709,International
714,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,714,Folk
715,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,715,Folk
716,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,716,Folk
718,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,718,Folk
777,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Rock,Rock,0,777,Rock
814,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,814,Folk
821,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Pop,Pop,0,821,Pop
822,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Pop,Pop,0,822,Pop
825,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Rock,Rock,0,825,Rock
853,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,International,International,0,853,International
890,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,890,Folk
892,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Folk,Folk,0,892,Folk
897,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Experimental,Experimental,0,897,Experimental
993,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Rock,Rock,0,993,Rock
995,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Experimental,Experimental,0,995,Experimental
997,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Experimental,Experimental,0,997,Experimental
998,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/000,Experimental,Experimental,0,998,Experimental
1039,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1039,Rock
1040,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1040,Rock
1066,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1066,Experimental
1069,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1069,Experimental
1073,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1073,Experimental
1075,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1075,Experimental
1082,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1082,International
1083,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1083,Experimental
1087,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1087,Rock
1102,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1102,Rock
1193,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1193,Folk
1195,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1195,Folk
1196,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1196,Folk
1197,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1197,Folk
1249,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1249,Experimental
1259,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1259,Experimental
1270,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1270,Rock
1276,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1276,Experimental
1277,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1277,Experimental
1278,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1278,Experimental
1417,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1417,Rock
1427,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1427,Rock
1443,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1443,Experimental
1482,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Electronic,Electronic,0,1482,Electronic
1510,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1510,Experimental
1544,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1544,Folk
1642,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1642,Pop
1644,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1644,Pop
1649,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1649,Pop
1661,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1661,Pop
1663,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1663,Pop
1666,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Pop,Pop,0,1666,Pop
1673,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1673,Experimental
1680,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1680,International
1681,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1681,International
1682,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1682,International
1683,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1683,International
1684,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1684,International
1685,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1685,International
1686,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1686,International
1687,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1687,International
1688,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1688,International
1689,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,International,International,0,1689,International
1701,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1701,Folk
1702,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1702,Folk
1703,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1703,Folk
1704,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1704,Folk
1706,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1706,Rock
1720,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1720,Rock
1732,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1732,Experimental
1733,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1733,Experimental
1735,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1735,Experimental
1736,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1736,Experimental
1883,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1883,Rock
1891,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1891,Rock
1893,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1893,Folk
1924,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1924,Folk
1925,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Folk,Folk,0,1925,Folk
1929,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Experimental,Experimental,0,1929,Experimental
1930,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/001,Rock,Rock,0,1930,Rock
2012,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/002,Experimental,Experimental,0,2012,Experimental
2096,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/002,Experimental,Experimental,0,2096,Experimental
2097,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/002,Folk,Folk,0,2097,Folk
2099,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/002,Pop,Pop,0,2099,Pop
3263,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3263,Folk
3264,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3264,Folk
3265,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3265,Folk
3266,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3266,Folk
3270,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3270,Folk
3271,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3271,Folk
3272,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3272,Folk
3273,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3273,Folk
3274,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3274,Folk
3492,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3492,Rock
3532,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3532,Pop
3533,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3533,Pop
3534,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3534,Pop
3535,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3535,Pop
3537,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3537,Pop
3538,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Pop,Pop,0,3538,Pop
3573,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Electronic,Electronic,0,3573,Electronic
3598,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3598,Folk
3624,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3624,Rock
3707,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3707,Folk
3708,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3708,Folk
3720,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3720,Rock
3721,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3721,Rock
3722,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3722,Rock
3724,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3724,Rock
3725,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3725,Rock
3761,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3761,Rock
3762,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3762,Rock
3763,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3763,Rock
3765,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3765,Rock
3766,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3766,Rock
3775,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3775,International
3776,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3776,International
3777,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3777,International
3778,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3778,International
3779,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3779,International
3832,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3832,Folk
3833,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3833,Rock
3840,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3840,Rock
3880,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3880,Folk
3895,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3895,International
3896,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,International,International,0,3896,International
3904,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3904,Folk
3905,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3905,Folk
3906,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3906,Folk
3908,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3908,Folk
3909,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3909,Folk
3910,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3910,Folk
3911,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3911,Folk
3912,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3912,Folk
3913,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3913,Folk
3920,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3920,Folk
3921,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Folk,Folk,0,3921,Folk
3950,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/003,Rock,Rock,0,3950,Rock
4013,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4013,Folk
4017,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4017,Folk
4022,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Rock,Rock,0,4022,Rock
4037,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4037,Folk
4066,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4066,Folk
4067,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4067,Folk
4068,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4068,Folk
4069,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4069,Folk
4070,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4070,International
4071,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4071,International
4072,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4072,International
4073,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4073,International
4074,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4074,International
4075,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4075,International
4076,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4076,International
4077,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4077,International
4078,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4078,International
4079,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4079,International
4080,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4080,International
4091,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4091,International
4092,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4092,International
4093,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4093,International
4094,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4094,International
4095,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4095,International
4096,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4096,International
4097,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4097,International
4098,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4098,International
4099,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4099,International
4100,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4100,International
4101,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4101,International
4102,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4102,International
4103,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4103,International
4108,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Rock,Rock,0,4108,Rock
4232,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4232,International
4233,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4233,International
4234,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4234,International
4235,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4235,International
4236,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4236,International
4239,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4239,International
4450,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Folk,Folk,0,4450,Folk
4507,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4507,International
4508,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4508,International
4509,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4509,International
4510,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4510,International
4511,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,International,International,0,4511,International
4519,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Electronic,Electronic,0,4519,Electronic
4520,/home/vedantc6/Desktop/Projects/CS543-MusicGenreRecognition/Data/fma_small/004,Electronic,Electronic,0,4520,Electronic
